review,sentiment,cleaned_review,review_length
Perfect! Exactly what I needed. wonderful and superb.,1,perfect exactly needed wonderful superb,5
Perfect! Exactly what I needed. awesome and amazing.,1,perfect exactly needed awesome amazing,5
Average quality. acceptable but not awesome.,1,average quality acceptable awesome,4
This product is horrible. Very worthless quality.,0,product horrible worthless quality,4
Acceptable product. okay but could be better.,1,acceptable product okay could better,5
Fantastic product! fantastic and outstanding. Worth every penny.,1,fantastic product fantastic outstanding worth every penny,7
Absolutely bad! Worst product ever. So awful.,0,absolutely bad worst product ever awful,6
Acceptable product. fair but could be better.,0,acceptable product fair could better,5
Disappointing! Very unsatisfactory and unsatisfactory design.,0,disappointing unsatisfactory unsatisfactory design,4
excellent experience! The product is excellent and works perfectly.,1,excellent experience product excellent work perfectly,6
Hate it! poor quality and awful service.,0,hate poor quality awful service,5
disappointing purchase. Completely horrible. Not recommended.,0,disappointing purchase completely horrible recommended,5
Terrible! The quality is bad and horrible.,0,terrible quality bad horrible,4
Impressive! Very outstanding and awesome design.,1,impressive outstanding awesome design,4
acceptable product. Does the job. Nothing more.,1,acceptable product job nothing,4
Terrible! The quality is horrible and defective.,0,terrible quality horrible defective,4
Disappointing! Very disappointing and awful design.,0,disappointing disappointing awful design,4
Love it! wonderful quality and excellent service.,1,love wonderful quality excellent service,5
Average quality. moderate but not wonderful.,1,average quality moderate wonderful,4
Hate it! horrible quality and horrible service.,0,hate horrible quality horrible service,5
Acceptable product. standard but could be better.,0,acceptable product standard could better,5
Excellent! Exceeded expectations. superb and wonderful.,1,excellent exceeded expectation superb wonderful,5
Horrible product! terrible and disappointing. Waste of money.,0,horrible product terrible disappointing waste money,6
Outstanding! The quality is superb and amazing.,1,outstanding quality superb amazing,4
Horrible product! terrible and unsatisfactory. Waste of money.,0,horrible product terrible unsatisfactory waste money,6
Awful! Not what I expected. bad and terrible.,0,awful expected bad terrible,4
Outstanding! The quality is excellent and amazing.,1,outstanding quality excellent amazing,4
Fantastic product! great and great. Worth every penny.,1,fantastic product great great worth every penny,7
superb purchase! Highly recommend. Very brilliant.,1,superb purchase highly recommend brilliant,5
Hate it! bad quality and worthless service.,0,hate bad quality worthless service,5
Poor quality! Below expectations. horrible and bad.,0,poor quality expectation horrible bad,5
Love it! great quality and great service.,1,love great quality great service,5
Excellent! Exceeded expectations. fantastic and perfect.,1,excellent exceeded expectation fantastic perfect,5
Outstanding! The quality is great and excellent.,1,outstanding quality great excellent,4
perfect purchase! Highly recommend. Very awesome.,1,perfect purchase highly recommend awesome,5
Awful! Not what I expected. useless and horrible.,0,awful expected useless horrible,4
moderate product. Does the job. Nothing more.,1,moderate product job nothing,4
Outstanding! The quality is excellent and fantastic.,1,outstanding quality excellent fantastic,4
Hate it! poor quality and horrible service.,0,hate poor quality horrible service,5
Impressive! Very excellent and excellent design.,1,impressive excellent excellent design,4
Awful! Not what I expected. bad and unsatisfactory.,0,awful expected bad unsatisfactory,4
Absolutely superb! Best product I've bought. So fantastic.,1,absolutely superb best product ive bought fantastic,7
fair product. Does the job. Nothing more.,1,fair product job nothing,4
Outstanding! The quality is outstanding and outstanding.,1,outstanding quality outstanding outstanding,4
Impressive! Very superb and superb design.,1,impressive superb superb design,4
Outstanding! The quality is perfect and outstanding.,1,outstanding quality perfect outstanding,4
Absolutely awful! Worst product ever. So worthless.,0,absolutely awful worst product ever worthless,6
Average quality. okay but not unsatisfactory.,1,average quality okay unsatisfactory,4
This product is okay. It's acceptable but nothing special.,0,product okay acceptable nothing special,5
Acceptable product. acceptable but could be better.,1,acceptable product acceptable could better,5
awful experience! The product is worthless and doesn't work.,0,awful experience product worthless doesnt work,6
Acceptable product. standard but could be better.,0,acceptable product standard could better,5
Acceptable product. average but could be better.,1,acceptable product average could better,5
Awful! Not what I expected. awful and awful.,0,awful expected awful awful,4
Impressive! Very great and brilliant design.,1,impressive great brilliant design,4
Awful! Not what I expected. worthless and disappointing.,0,awful expected worthless disappointing,4
outstanding experience! The product is great and works perfectly.,1,outstanding experience product great work perfectly,6
This product is brilliant! amazing quality and great value.,1,product brilliant amazing quality great value,6
useless purchase. Completely unsatisfactory. Not recommended.,0,useless purchase completely unsatisfactory recommended,5
Terrible! The quality is disappointing and worthless.,0,terrible quality disappointing worthless,4
Impressive! Very fantastic and brilliant design.,1,impressive fantastic brilliant design,4
Love it! wonderful quality and perfect service.,1,love wonderful quality perfect service,5
Disappointing! Very useless and unsatisfactory design.,0,disappointing useless unsatisfactory design,4
great purchase! Highly recommend. Very brilliant.,1,great purchase highly recommend brilliant,5
It's fine. acceptable for the price.,0,fine acceptable price,3
decent product. Does the job. Nothing more.,0,decent product job nothing,4
bad purchase. Completely terrible. Not recommended.,0,bad purchase completely terrible recommended,5
Disappointing! Very defective and horrible design.,0,disappointing defective horrible design,4
Terrible! The quality is horrible and bad.,0,terrible quality horrible bad,4
This product is great! perfect quality and great value.,1,product great perfect quality great value,6
moderate product. Does the job. Nothing more.,0,moderate product job nothing,4
bad experience! The product is useless and doesn't work.,0,bad experience product useless doesnt work,6
Awful! Not what I expected. terrible and bad.,0,awful expected terrible bad,4
Love it! awesome quality and wonderful service.,1,love awesome quality wonderful service,5
This product is poor. Very awful quality.,0,product poor awful quality,4
Acceptable product. okay but could be better.,0,acceptable product okay could better,5
This product is okay. It's decent but nothing special.,1,product okay decent nothing special,5
Awful! Not what I expected. disappointing and unsatisfactory.,0,awful expected disappointing unsatisfactory,4
Horrible product! disappointing and poor. Waste of money.,0,horrible product disappointing poor waste money,6
standard product. Does the job. Nothing more.,0,standard product job nothing,4
Outstanding! The quality is superb and superb.,1,outstanding quality superb superb,4
bad experience! The product is disappointing and doesn't work.,0,bad experience product disappointing doesnt work,6
Poor quality! Below expectations. defective and awful.,0,poor quality expectation defective awful,5
Impressive! Very superb and amazing design.,1,impressive superb amazing design,4
Love it! great quality and superb service.,1,love great quality superb service,5
decent product. Does the job. Nothing more.,1,decent product job nothing,4
excellent purchase! Highly recommend. Very perfect.,1,excellent purchase highly recommend perfect,5
awful purchase. Completely poor. Not recommended.,0,awful purchase completely poor recommended,5
Absolutely superb! Best product I've bought. So excellent.,1,absolutely superb best product ive bought excellent,7
moderate product. Does the job. Nothing more.,0,moderate product job nothing,4
wonderful purchase! Highly recommend. Very fantastic.,1,wonderful purchase highly recommend fantastic,5
Horrible product! useless and defective. Waste of money.,0,horrible product useless defective waste money,6
Perfect! Exactly what I needed. excellent and awesome.,1,perfect exactly needed excellent awesome,5
Horrible product! worthless and bad. Waste of money.,0,horrible product worthless bad waste money,6
Love it! wonderful quality and perfect service.,1,love wonderful quality perfect service,5
Impressive! Very wonderful and brilliant design.,1,impressive wonderful brilliant design,4
Absolutely awesome! Best product I've bought. So wonderful.,1,absolutely awesome best product ive bought wonderful,7
Excellent! Exceeded expectations. amazing and fantastic.,1,excellent exceeded expectation amazing fantastic,5
Outstanding! The quality is amazing and perfect.,1,outstanding quality amazing perfect,4
great purchase! Highly recommend. Very outstanding.,1,great purchase highly recommend outstanding,5
Fantastic product! outstanding and amazing. Worth every penny.,1,fantastic product outstanding amazing worth every penny,7
okay product. Does the job. Nothing more.,1,okay product job nothing,4
worthless experience! The product is unsatisfactory and doesn't work.,0,worthless experience product unsatisfactory doesnt work,6
Absolutely awesome! Best product I've bought. So amazing.,1,absolutely awesome best product ive bought amazing,7
Terrible! The quality is disappointing and unsatisfactory.,0,terrible quality disappointing unsatisfactory,4
Impressive! Very wonderful and perfect design.,1,impressive wonderful perfect design,4
Acceptable product. decent but could be better.,0,acceptable product decent could better,5
amazing purchase! Highly recommend. Very superb.,1,amazing purchase highly recommend superb,5
Outstanding! The quality is excellent and wonderful.,1,outstanding quality excellent wonderful,4
moderate product. Does the job. Nothing more.,0,moderate product job nothing,4
worthless purchase. Completely defective. Not recommended.,0,worthless purchase completely defective recommended,5
Fantastic product! brilliant and superb. Worth every penny.,1,fantastic product brilliant superb worth every penny,7
Poor quality! Below expectations. unsatisfactory and useless.,0,poor quality expectation unsatisfactory useless,5
Love it! excellent quality and wonderful service.,1,love excellent quality wonderful service,5
Perfect! Exactly what I needed. outstanding and excellent.,1,perfect exactly needed outstanding excellent,5
Fantastic product! awesome and perfect. Worth every penny.,1,fantastic product awesome perfect worth every penny,7
It's fine. average for the price.,1,fine average price,3
standard product. Does the job. Nothing more.,0,standard product job nothing,4
This product is okay. It's fair but nothing special.,1,product okay fair nothing special,5
great experience! The product is perfect and works perfectly.,1,great experience product perfect work perfectly,6
Fantastic product! superb and amazing. Worth every penny.,1,fantastic product superb amazing worth every penny,7
Excellent! Exceeded expectations. excellent and great.,1,excellent exceeded expectation excellent great,5
Love it! great quality and awesome service.,1,love great quality awesome service,5
Perfect! Exactly what I needed. amazing and wonderful.,1,perfect exactly needed amazing wonderful,5
Love it! brilliant quality and brilliant service.,1,love brilliant quality brilliant service,5
Love it! fantastic quality and amazing service.,1,love fantastic quality amazing service,5
Disappointing! Very worthless and bad design.,0,disappointing worthless bad design,4
Impressive! Very outstanding and outstanding design.,1,impressive outstanding outstanding design,4
Impressive! Very wonderful and outstanding design.,1,impressive wonderful outstanding design,4
This product is unsatisfactory. Very disappointing quality.,0,product unsatisfactory disappointing quality,4
This product is disappointing. Very awful quality.,0,product disappointing awful quality,4
Average quality. average but not worthless.,0,average quality average worthless,4
Fantastic product! amazing and awesome. Worth every penny.,1,fantastic product amazing awesome worth every penny,7
Fantastic product! amazing and wonderful. Worth every penny.,1,fantastic product amazing wonderful worth every penny,7
Love it! excellent quality and wonderful service.,1,love excellent quality wonderful service,5
defective experience! The product is awful and doesn't work.,0,defective experience product awful doesnt work,6
Awful! Not what I expected. awful and useless.,0,awful expected awful useless,4
Disappointing! Very unsatisfactory and poor design.,0,disappointing unsatisfactory poor design,4
Hate it! poor quality and bad service.,0,hate poor quality bad service,5
Fantastic product! perfect and brilliant. Worth every penny.,1,fantastic product perfect brilliant worth every penny,7
Perfect! Exactly what I needed. amazing and superb.,1,perfect exactly needed amazing superb,5
Absolutely superb! Best product I've bought. So outstanding.,1,absolutely superb best product ive bought outstanding,7
Perfect! Exactly what I needed. brilliant and perfect.,1,perfect exactly needed brilliant perfect,5
worthless purchase. Completely unsatisfactory. Not recommended.,0,worthless purchase completely unsatisfactory recommended,5
Horrible product! horrible and useless. Waste of money.,0,horrible product horrible useless waste money,6
great experience! The product is fantastic and works perfectly.,1,great experience product fantastic work perfectly,6
superb experience! The product is outstanding and works perfectly.,1,superb experience product outstanding work perfectly,6
Love it! excellent quality and amazing service.,1,love excellent quality amazing service,5
Acceptable product. acceptable but could be better.,0,acceptable product acceptable could better,5
useless experience! The product is unsatisfactory and doesn't work.,0,useless experience product unsatisfactory doesnt work,6
Fantastic product! fantastic and fantastic. Worth every penny.,1,fantastic product fantastic fantastic worth every penny,7
excellent purchase! Highly recommend. Very fantastic.,1,excellent purchase highly recommend fantastic,5
It's fine. decent for the price.,0,fine decent price,3
Hate it! worthless quality and disappointing service.,0,hate worthless quality disappointing service,5
Love it! outstanding quality and awesome service.,1,love outstanding quality awesome service,5
Outstanding! The quality is fantastic and perfect.,1,outstanding quality fantastic perfect,4
brilliant experience! The product is wonderful and works perfectly.,1,brilliant experience product wonderful work perfectly,6
This product is okay. It's acceptable but nothing special.,0,product okay acceptable nothing special,5
Outstanding! The quality is perfect and superb.,1,outstanding quality perfect superb,4
acceptable product. Does the job. Nothing more.,0,acceptable product job nothing,4
Absolutely great! Best product I've bought. So awesome.,1,absolutely great best product ive bought awesome,7
awful purchase. Completely worthless. Not recommended.,0,awful purchase completely worthless recommended,5
Terrible! The quality is useless and bad.,0,terrible quality useless bad,4
excellent purchase! Highly recommend. Very amazing.,1,excellent purchase highly recommend amazing,5
useless purchase. Completely awful. Not recommended.,0,useless purchase completely awful recommended,5
This product is okay. It's fair but nothing special.,0,product okay fair nothing special,5
Fantastic product! outstanding and brilliant. Worth every penny.,1,fantastic product outstanding brilliant worth every penny,7
Fantastic product! superb and outstanding. Worth every penny.,1,fantastic product superb outstanding worth every penny,7
Awful! Not what I expected. disappointing and defective.,0,awful expected disappointing defective,4
It's fine. moderate for the price.,0,fine moderate price,3
Perfect! Exactly what I needed. brilliant and awesome.,1,perfect exactly needed brilliant awesome,5
bad experience! The product is awful and doesn't work.,0,bad experience product awful doesnt work,6
This product is excellent! excellent quality and great value.,1,product excellent excellent quality great value,6
standard product. Does the job. Nothing more.,1,standard product job nothing,4
Awful! Not what I expected. unsatisfactory and useless.,0,awful expected unsatisfactory useless,4
Perfect! Exactly what I needed. wonderful and wonderful.,1,perfect exactly needed wonderful wonderful,5
This product is okay. It's decent but nothing special.,1,product okay decent nothing special,5
Hate it! defective quality and unsatisfactory service.,0,hate defective quality unsatisfactory service,5
Horrible product! worthless and unsatisfactory. Waste of money.,0,horrible product worthless unsatisfactory waste money,6
Awful! Not what I expected. disappointing and worthless.,0,awful expected disappointing worthless,4
Impressive! Very wonderful and awesome design.,1,impressive wonderful awesome design,4
Acceptable product. moderate but could be better.,0,acceptable product moderate could better,5
This product is bad. Very worthless quality.,0,product bad worthless quality,4
This product is awesome! superb quality and great value.,1,product awesome superb quality great value,6
Average quality. moderate but not unsatisfactory.,1,average quality moderate unsatisfactory,4
awesome purchase! Highly recommend. Very great.,1,awesome purchase highly recommend great,5
This product is brilliant! awesome quality and great value.,1,product brilliant awesome quality great value,6
Love it! perfect quality and perfect service.,1,love perfect quality perfect service,5
Outstanding! The quality is superb and awesome.,1,outstanding quality superb awesome,4
excellent purchase! Highly recommend. Very superb.,1,excellent purchase highly recommend superb,5
Love it! superb quality and brilliant service.,1,love superb quality brilliant service,5
fantastic purchase! Highly recommend. Very brilliant.,1,fantastic purchase highly recommend brilliant,5
fair product. Does the job. Nothing more.,1,fair product job nothing,4
It's fine. fair for the price.,1,fine fair price,3
Love it! wonderful quality and outstanding service.,1,love wonderful quality outstanding service,5
This product is okay. It's moderate but nothing special.,0,product okay moderate nothing special,5
This product is okay. It's decent but nothing special.,0,product okay decent nothing special,5
Acceptable product. fair but could be better.,0,acceptable product fair could better,5
brilliant experience! The product is brilliant and works perfectly.,1,brilliant experience product brilliant work perfectly,6
okay product. Does the job. Nothing more.,1,okay product job nothing,4
Awful! Not what I expected. worthless and useless.,0,awful expected worthless useless,4
Poor quality! Below expectations. horrible and bad.,0,poor quality expectation horrible bad,5
Fantastic product! brilliant and wonderful. Worth every penny.,1,fantastic product brilliant wonderful worth every penny,7
standard product. Does the job. Nothing more.,1,standard product job nothing,4
Fantastic product! perfect and amazing. Worth every penny.,1,fantastic product perfect amazing worth every penny,7
Perfect! Exactly what I needed. excellent and superb.,1,perfect exactly needed excellent superb,5
average product. Does the job. Nothing more.,0,average product job nothing,4
This product is okay. It's fair but nothing special.,0,product okay fair nothing special,5
Hate it! horrible quality and useless service.,0,hate horrible quality useless service,5
Love it! amazing quality and brilliant service.,1,love amazing quality brilliant service,5
Absolutely horrible! Worst product ever. So unsatisfactory.,0,absolutely horrible worst product ever unsatisfactory,6
Perfect! Exactly what I needed. fantastic and superb.,1,perfect exactly needed fantastic superb,5
Absolutely great! Best product I've bought. So excellent.,1,absolutely great best product ive bought excellent,7
defective experience! The product is bad and doesn't work.,0,defective experience product bad doesnt work,6
unsatisfactory experience! The product is disappointing and doesn't work.,0,unsatisfactory experience product disappointing doesnt work,6
Average quality. average but not wonderful.,1,average quality average wonderful,4
Average quality. standard but not poor.,1,average quality standard poor,4
bad purchase. Completely worthless. Not recommended.,0,bad purchase completely worthless recommended,5
poor experience! The product is unsatisfactory and doesn't work.,0,poor experience product unsatisfactory doesnt work,6
unsatisfactory experience! The product is worthless and doesn't work.,0,unsatisfactory experience product worthless doesnt work,6
This product is brilliant! great quality and great value.,1,product brilliant great quality great value,6
Excellent! Exceeded expectations. wonderful and great.,1,excellent exceeded expectation wonderful great,5
Outstanding! The quality is outstanding and brilliant.,1,outstanding quality outstanding brilliant,4
Average quality. decent but not outstanding.,0,average quality decent outstanding,4
Absolutely brilliant! Best product I've bought. So awesome.,1,absolutely brilliant best product ive bought awesome,7
It's fine. decent for the price.,0,fine decent price,3
Terrible! The quality is awful and defective.,0,terrible quality awful defective,4
Excellent! Exceeded expectations. awesome and wonderful.,1,excellent exceeded expectation awesome wonderful,5
Poor quality! Below expectations. horrible and disappointing.,0,poor quality expectation horrible disappointing,5
This product is okay. It's moderate but nothing special.,0,product okay moderate nothing special,5
unsatisfactory experience! The product is poor and doesn't work.,0,unsatisfactory experience product poor doesnt work,6
Acceptable product. standard but could be better.,0,acceptable product standard could better,5
This product is horrible. Very worthless quality.,0,product horrible worthless quality,4
This product is okay. It's fair but nothing special.,0,product okay fair nothing special,5
Hate it! horrible quality and defective service.,0,hate horrible quality defective service,5
Outstanding! The quality is awesome and fantastic.,1,outstanding quality awesome fantastic,4
Hate it! useless quality and bad service.,0,hate useless quality bad service,5
Outstanding! The quality is perfect and wonderful.,1,outstanding quality perfect wonderful,4
It's fine. average for the price.,1,fine average price,3
great experience! The product is outstanding and works perfectly.,1,great experience product outstanding work perfectly,6
Hate it! defective quality and horrible service.,0,hate defective quality horrible service,5
defective purchase. Completely unsatisfactory. Not recommended.,0,defective purchase completely unsatisfactory recommended,5
Absolutely awful! Worst product ever. So bad.,0,absolutely awful worst product ever bad,6
This product is excellent! fantastic quality and great value.,1,product excellent fantastic quality great value,6
It's fine. standard for the price.,0,fine standard price,3
This product is okay. It's decent but nothing special.,0,product okay decent nothing special,5
Perfect! Exactly what I needed. amazing and excellent.,1,perfect exactly needed amazing excellent,5
This product is wonderful! amazing quality and great value.,1,product wonderful amazing quality great value,6
Terrible! The quality is disappointing and terrible.,0,terrible quality disappointing terrible,4
Horrible product! poor and poor. Waste of money.,0,horrible product poor poor waste money,6
Awful! Not what I expected. unsatisfactory and useless.,0,awful expected unsatisfactory useless,4
Impressive! Very excellent and perfect design.,1,impressive excellent perfect design,4
Absolutely brilliant! Best product I've bought. So awesome.,1,absolutely brilliant best product ive bought awesome,7
Disappointing! Very awful and horrible design.,0,disappointing awful horrible design,4
Absolutely awful! Worst product ever. So terrible.,0,absolutely awful worst product ever terrible,6
This product is awful. Very poor quality.,0,product awful poor quality,4
Love it! brilliant quality and amazing service.,1,love brilliant quality amazing service,5
great experience! The product is brilliant and works perfectly.,1,great experience product brilliant work perfectly,6
Horrible product! bad and awful. Waste of money.,0,horrible product bad awful waste money,6
worthless purchase. Completely useless. Not recommended.,0,worthless purchase completely useless recommended,5
awful experience! The product is horrible and doesn't work.,0,awful experience product horrible doesnt work,6
Acceptable product. acceptable but could be better.,1,acceptable product acceptable could better,5
Fantastic product! great and fantastic. Worth every penny.,1,fantastic product great fantastic worth every penny,7
Awful! Not what I expected. bad and awful.,0,awful expected bad awful,4
This product is useless. Very disappointing quality.,0,product useless disappointing quality,4
terrible purchase. Completely useless. Not recommended.,0,terrible purchase completely useless recommended,5
Excellent! Exceeded expectations. brilliant and wonderful.,1,excellent exceeded expectation brilliant wonderful,5
Acceptable product. moderate but could be better.,0,acceptable product moderate could better,5
This product is awesome! superb quality and great value.,1,product awesome superb quality great value,6
Poor quality! Below expectations. unsatisfactory and useless.,0,poor quality expectation unsatisfactory useless,5
Acceptable product. okay but could be better.,1,acceptable product okay could better,5
Poor quality! Below expectations. awful and horrible.,0,poor quality expectation awful horrible,5
Fantastic product! wonderful and superb. Worth every penny.,1,fantastic product wonderful superb worth every penny,7
Hate it! defective quality and horrible service.,0,hate defective quality horrible service,5
worthless experience! The product is poor and doesn't work.,0,worthless experience product poor doesnt work,6
Horrible product! poor and poor. Waste of money.,0,horrible product poor poor waste money,6
This product is terrible. Very terrible quality.,0,product terrible terrible quality,4
This product is okay. It's okay but nothing special.,0,product okay okay nothing special,5
bad purchase. Completely unsatisfactory. Not recommended.,0,bad purchase completely unsatisfactory recommended,5
Outstanding! The quality is amazing and amazing.,1,outstanding quality amazing amazing,4
Awful! Not what I expected. awful and unsatisfactory.,0,awful expected awful unsatisfactory,4
Average quality. standard but not poor.,1,average quality standard poor,4
This product is okay. It's fair but nothing special.,1,product okay fair nothing special,5
awful experience! The product is unsatisfactory and doesn't work.,0,awful experience product unsatisfactory doesnt work,6
This product is perfect! perfect quality and great value.,1,product perfect perfect quality great value,6
Poor quality! Below expectations. unsatisfactory and horrible.,0,poor quality expectation unsatisfactory horrible,5
Disappointing! Very unsatisfactory and terrible design.,0,disappointing unsatisfactory terrible design,4
Outstanding! The quality is brilliant and superb.,1,outstanding quality brilliant superb,4
Poor quality! Below expectations. terrible and useless.,0,poor quality expectation terrible useless,5
useless experience! The product is worthless and doesn't work.,0,useless experience product worthless doesnt work,6
Poor quality! Below expectations. terrible and terrible.,0,poor quality expectation terrible terrible,5
Average quality. standard but not brilliant.,0,average quality standard brilliant,4
Acceptable product. moderate but could be better.,1,acceptable product moderate could better,5
fantastic purchase! Highly recommend. Very excellent.,1,fantastic purchase highly recommend excellent,5
Horrible product! worthless and disappointing. Waste of money.,0,horrible product worthless disappointing waste money,6
It's fine. acceptable for the price.,0,fine acceptable price,3
Excellent! Exceeded expectations. great and great.,1,excellent exceeded expectation great great,5
Excellent! Exceeded expectations. brilliant and excellent.,1,excellent exceeded expectation brilliant excellent,5
amazing purchase! Highly recommend. Very excellent.,1,amazing purchase highly recommend excellent,5
Poor quality! Below expectations. bad and bad.,0,poor quality expectation bad bad,5
Horrible product! defective and horrible. Waste of money.,0,horrible product defective horrible waste money,6
Outstanding! The quality is wonderful and wonderful.,1,outstanding quality wonderful wonderful,4
Terrible! The quality is terrible and disappointing.,0,terrible quality terrible disappointing,4
Absolutely excellent! Best product I've bought. So outstanding.,1,absolutely excellent best product ive bought outstanding,7
Impressive! Very brilliant and perfect design.,1,impressive brilliant perfect design,4
Excellent! Exceeded expectations. outstanding and awesome.,1,excellent exceeded expectation outstanding awesome,5
Impressive! Very fantastic and fantastic design.,1,impressive fantastic fantastic design,4
Perfect! Exactly what I needed. brilliant and outstanding.,1,perfect exactly needed brilliant outstanding,5
outstanding experience! The product is great and works perfectly.,1,outstanding experience product great work perfectly,6
Terrible! The quality is unsatisfactory and unsatisfactory.,0,terrible quality unsatisfactory unsatisfactory,4
Absolutely useless! Worst product ever. So bad.,0,absolutely useless worst product ever bad,6
poor purchase. Completely useless. Not recommended.,0,poor purchase completely useless recommended,5
Terrible! The quality is horrible and worthless.,0,terrible quality horrible worthless,4
This product is okay. It's okay but nothing special.,0,product okay okay nothing special,5
Disappointing! Very useless and worthless design.,0,disappointing useless worthless design,4
This product is okay. It's decent but nothing special.,1,product okay decent nothing special,5
Impressive! Very perfect and superb design.,1,impressive perfect superb design,4
This product is defective. Very bad quality.,0,product defective bad quality,4
It's fine. okay for the price.,0,fine okay price,3
Horrible product! bad and useless. Waste of money.,0,horrible product bad useless waste money,6
fantastic experience! The product is awesome and works perfectly.,1,fantastic experience product awesome work perfectly,6
terrible purchase. Completely defective. Not recommended.,0,terrible purchase completely defective recommended,5
Awful! Not what I expected. terrible and bad.,0,awful expected terrible bad,4
This product is great! awesome quality and great value.,1,product great awesome quality great value,6
awesome experience! The product is superb and works perfectly.,1,awesome experience product superb work perfectly,6
useless experience! The product is terrible and doesn't work.,0,useless experience product terrible doesnt work,6
Excellent! Exceeded expectations. excellent and wonderful.,1,excellent exceeded expectation excellent wonderful,5
Terrible! The quality is terrible and useless.,0,terrible quality terrible useless,4
Hate it! disappointing quality and worthless service.,0,hate disappointing quality worthless service,5
Acceptable product. average but could be better.,0,acceptable product average could better,5
Average quality. average but not outstanding.,0,average quality average outstanding,4
This product is defective. Very worthless quality.,0,product defective worthless quality,4
Hate it! unsatisfactory quality and disappointing service.,0,hate unsatisfactory quality disappointing service,5
Impressive! Very perfect and great design.,1,impressive perfect great design,4
This product is okay. It's moderate but nothing special.,0,product okay moderate nothing special,5
Hate it! worthless quality and awful service.,0,hate worthless quality awful service,5
Poor quality! Below expectations. defective and disappointing.,0,poor quality expectation defective disappointing,5
Fantastic product! awesome and perfect. Worth every penny.,1,fantastic product awesome perfect worth every penny,7
Impressive! Very outstanding and awesome design.,1,impressive outstanding awesome design,4
unsatisfactory purchase. Completely bad. Not recommended.,0,unsatisfactory purchase completely bad recommended,5
Absolutely brilliant! Best product I've bought. So awesome.,1,absolutely brilliant best product ive bought awesome,7
Perfect! Exactly what I needed. superb and outstanding.,1,perfect exactly needed superb outstanding,5
disappointing experience! The product is horrible and doesn't work.,0,disappointing experience product horrible doesnt work,6
Poor quality! Below expectations. defective and defective.,0,poor quality expectation defective defective,5
great purchase! Highly recommend. Very amazing.,1,great purchase highly recommend amazing,5
Poor quality! Below expectations. useless and defective.,0,poor quality expectation useless defective,5
Awful! Not what I expected. useless and disappointing.,0,awful expected useless disappointing,4
This product is awesome! outstanding quality and great value.,1,product awesome outstanding quality great value,6
Average quality. okay but not poor.,1,average quality okay poor,4
acceptable product. Does the job. Nothing more.,0,acceptable product job nothing,4
This product is useless. Very bad quality.,0,product useless bad quality,4
Disappointing! Very useless and worthless design.,0,disappointing useless worthless design,4
worthless experience! The product is disappointing and doesn't work.,0,worthless experience product disappointing doesnt work,6
This product is poor. Very unsatisfactory quality.,0,product poor unsatisfactory quality,4
Horrible product! unsatisfactory and terrible. Waste of money.,0,horrible product unsatisfactory terrible waste money,6
useless experience! The product is disappointing and doesn't work.,0,useless experience product disappointing doesnt work,6
Terrible! The quality is useless and bad.,0,terrible quality useless bad,4
Awful! Not what I expected. bad and disappointing.,0,awful expected bad disappointing,4
Horrible product! disappointing and useless. Waste of money.,0,horrible product disappointing useless waste money,6
It's fine. acceptable for the price.,0,fine acceptable price,3
Average quality. average but not useless.,1,average quality average useless,4
Poor quality! Below expectations. useless and unsatisfactory.,0,poor quality expectation useless unsatisfactory,5
Fantastic product! perfect and wonderful. Worth every penny.,1,fantastic product perfect wonderful worth every penny,7
Outstanding! The quality is brilliant and wonderful.,1,outstanding quality brilliant wonderful,4
Average quality. average but not superb.,1,average quality average superb,4
This product is useless. Very worthless quality.,0,product useless worthless quality,4
fair product. Does the job. Nothing more.,1,fair product job nothing,4
This product is okay. It's okay but nothing special.,1,product okay okay nothing special,5
Average quality. decent but not awful.,1,average quality decent awful,4
Absolutely horrible! Worst product ever. So defective.,0,absolutely horrible worst product ever defective,6
poor experience! The product is bad and doesn't work.,0,poor experience product bad doesnt work,6
This product is great! brilliant quality and great value.,1,product great brilliant quality great value,6
This product is okay. It's moderate but nothing special.,0,product okay moderate nothing special,5
Fantastic product! amazing and outstanding. Worth every penny.,1,fantastic product amazing outstanding worth every penny,7
Love it! superb quality and amazing service.,1,love superb quality amazing service,5
Terrible! The quality is useless and bad.,0,terrible quality useless bad,4
This product is okay. It's average but nothing special.,1,product okay average nothing special,5
decent product. Does the job. Nothing more.,1,decent product job nothing,4
It's fine. decent for the price.,0,fine decent price,3
Disappointing! Very defective and bad design.,0,disappointing defective bad design,4
Terrible! The quality is useless and disappointing.,0,terrible quality useless disappointing,4
Impressive! Very amazing and fantastic design.,1,impressive amazing fantastic design,4
Perfect! Exactly what I needed. wonderful and amazing.,1,perfect exactly needed wonderful amazing,5
great experience! The product is great and works perfectly.,1,great experience product great work perfectly,6
It's fine. acceptable for the price.,1,fine acceptable price,3
This product is brilliant! amazing quality and great value.,1,product brilliant amazing quality great value,6
Awful! Not what I expected. disappointing and bad.,0,awful expected disappointing bad,4
Absolutely useless! Worst product ever. So disappointing.,0,absolutely useless worst product ever disappointing,6
Impressive! Very awesome and wonderful design.,1,impressive awesome wonderful design,4
great experience! The product is perfect and works perfectly.,1,great experience product perfect work perfectly,6
Excellent! Exceeded expectations. brilliant and amazing.,1,excellent exceeded expectation brilliant amazing,5
It's fine. standard for the price.,1,fine standard price,3
